sample_id,true_label,true_class,predicted_label,predicted_class,correct,prob_Apis mellifera,prob_Vanessa atalanta,prob_Harmonia axyridis,prob_Pieris rapae,prob_Coccinella septempunctata,prob_Vanessa cardui,prob_Nymphalis antiopa,prob_Other,confidence_margin
2325,5,Vanessa cardui,7,Other,0,1.8252817e-05,4.6900568e-05,5.1008344e-09,5.337124e-06,1.6611132e-06,0.1676057,0.0401149,0.79220724,0.6246015429496765
2340,4,Coccinella septempunctata,0,Apis mellifera,0,0.704123,0.0037239806,0.00844097,0.00083560427,0.003162582,3.607881e-05,0.0881059,0.19157185,0.7009604382328689
2345,3,Pieris rapae,7,Other,0,0.00087308034,0.020667171,1.550289e-05,0.042900346,0.0002912796,0.018913642,0.185832,0.73050696,0.6876066103577614
2346,7,Other,0,Apis mellifera,0,0.70324206,0.0580046,5.3810295e-06,0.0006665483,0.00013688473,0.0086046895,0.0025644456,0.22677535,0.47646671533584595
2353,1,Vanessa atalanta,0,Apis mellifera,0,0.64124054,0.02355405,4.8658984e-07,0.1416535,4.6204004e-05,0.0076773125,0.0075678937,0.17826007,0.6176864877343178
2369,7,Other,0,Apis mellifera,0,0.9923653,2.2816214e-07,0.00035752446,1.5651168e-06,1.5818332e-06,1.9105741e-07,7.1494686e-09,0.0072735846,0.9850917160511017
2379,0,Apis mellifera,7,Other,0,0.066435374,4.3278494e-08,1.4582553e-09,5.382334e-09,2.6327768e-07,2.9251476e-05,7.494185e-09,0.9335351,0.8670997247099876
2387,0,Apis mellifera,7,Other,0,2.4872043e-07,0.00010113992,5.7024476e-08,9.892726e-10,6.000934e-08,2.3018009e-08,1.6388535e-08,0.99989843,0.9998981849648771
2396,6,Nymphalis antiopa,7,Other,0,3.5370756e-10,0.00017024069,9.438375e-10,0.0014491138,9.876099e-10,1.2328008e-05,0.025000304,0.973368,0.9483676850795746
2401,7,Other,3,Pieris rapae,0,3.066951e-07,4.817568e-06,7.1863986e-05,0.8612157,0.12751453,1.2016145e-06,2.507038e-07,0.011191353,0.8500243574380875
2406,7,Other,3,Pieris rapae,0,0.041461304,8.0667127e-07,3.649833e-08,0.7420832,7.872873e-08,2.016663e-07,1.8478174e-06,0.21645255,0.5256306380033493
2409,0,Apis mellifera,7,Other,0,0.00503311,2.9273824e-08,1.0900921e-08,2.2316128e-06,6.51025e-07,0.000342676,3.5318901e-09,0.9946213,0.989588167052716
2415,5,Vanessa cardui,7,Other,0,9.785363e-07,4.7462163e-06,3.9954093e-09,1.6725603e-07,5.788193e-09,0.010651846,8.1428414e-07,0.98934144,0.9786895914003253
2416,7,Other,2,Harmonia axyridis,0,0.00056351867,0.0013520919,0.9760424,1.6045223e-07,0.008012688,6.917738e-07,2.5489003e-06,0.014025926,0.9620164642110467
2429,7,Other,2,Harmonia axyridis,0,3.4835205e-07,3.979066e-06,0.95710415,7.085137e-08,8.411036e-07,1.45846295e-08,4.2901926e-09,0.042890582,0.9142135642468929
2430,7,Other,4,Coccinella septempunctata,0,0.00012784309,3.0470273e-06,0.004871547,0.005121086,0.55517024,1.1087308e-07,1.5594586e-07,0.4347059,0.12046432495117188
2434,0,Apis mellifera,7,Other,0,0.025970684,2.1602258e-09,8.786383e-05,6.81033e-07,1.2206618e-05,4.0878096e-09,1.1102052e-08,0.97392863,0.9479579459875822
2435,7,Other,0,Apis mellifera,0,0.9997662,5.6976987e-06,8.873677e-07,7.196184e-07,2.5747331e-08,1.8373146e-07,6.0719253e-07,0.00022579722,0.9995403737557353
2437,0,Apis mellifera,7,Other,0,0.014709228,3.2100309e-06,6.065024e-10,2.5450274e-07,2.1207622e-06,1.217024e-05,0.00029581416,0.98497725,0.9702680176123977
2440,6,Nymphalis antiopa,7,Other,0,4.5058573e-06,2.3149962e-05,9.8632e-09,6.129658e-09,1.2716345e-09,0.00054935296,0.17133205,0.82809097,0.6567589193582535
2461,5,Vanessa cardui,7,Other,0,9.137325e-06,0.0007720762,1.3570609e-06,7.6716546e-08,2.1271057e-06,0.40576324,2.3519522e-07,0.5934518,0.18768855929374695
2467,7,Other,3,Pieris rapae,0,1.8961862e-07,6.3996616e-08,2.1989587e-10,0.96623415,4.798441e-11,2.3351854e-08,4.1590685e-08,0.03376556,0.9324685893952847
2483,0,Apis mellifera,7,Other,0,0.37763745,2.6265125e-08,1.971328e-09,3.6643513e-08,1.6020646e-08,5.1253335e-09,1.6132868e-09,0.62236243,0.24472498893737793
2486,4,Coccinella septempunctata,0,Apis mellifera,0,0.62298375,0.022542067,6.394114e-05,0.0006751093,0.12205375,0.0038782298,0.07015771,0.15764551,0.5009300038218498
2488,0,Apis mellifera,6,Nymphalis antiopa,0,0.024939066,0.00019592031,1.2040385e-06,2.6993011e-05,2.097812e-05,0.00011407482,0.9740742,0.0006276734,0.9491351190954447
2490,7,Other,5,Vanessa cardui,0,0.00015068614,0.00077953533,5.5514424e-09,0.00042464226,4.3118845e-07,0.62735474,6.986343e-05,0.37122014,0.25613459944725037
2492,0,Apis mellifera,7,Other,0,0.004512251,0.07285929,1.073606e-06,1.9586794e-05,3.6518233e-07,3.3340446e-05,0.00012347,0.9224505,0.9179382319562137
2496,0,Apis mellifera,7,Other,0,0.015592606,1.830711e-07,4.9410373e-06,5.5082284e-05,0.006909091,6.2595923e-06,1.099753e-07,0.97743165,0.9618390491232276
2497,0,Apis mellifera,1,Vanessa atalanta,0,0.26438394,0.5448532,1.3958858e-06,0.0011927092,0.000119816315,0.0009246511,0.0011821658,0.18734209,0.28046926856040955
2500,7,Other,1,Vanessa atalanta,0,1.3798755e-08,0.99999297,6.645008e-08,2.6656046e-08,7.41679e-08,9.425093e-07,2.2358789e-08,5.8820387e-06,0.9999870846131671
2502,2,Harmonia axyridis,7,Other,0,7.212409e-05,0.3057475,0.15548271,5.968517e-05,0.001144721,4.6928988e-05,0.15897952,0.37846676,0.22298404574394226
2505,7,Other,2,Harmonia axyridis,0,2.1093996e-07,3.4184974e-05,0.999884,1.0960209e-08,3.6183916e-05,4.0092768e-08,8.899259e-09,4.5238005e-05,0.9998387713567354
2518,0,Apis mellifera,7,Other,0,0.0020616206,0.47394782,1.1184553e-07,4.582755e-07,1.0174706e-06,8.09056e-05,0.007020984,0.51688707,0.5148254481609911
2531,0,Apis mellifera,7,Other,0,8.6000335e-05,0.0045257597,4.5036097e-05,0.00077590835,0.00037777628,0.00095851376,0.27353278,0.71969825,0.7196122499590274
2532,7,Other,2,Harmonia axyridis,0,0.0013144955,6.464722e-05,0.97219265,3.4250024e-05,0.0002743313,1.3610036e-06,0.002659613,0.02345857,0.9487340748310089
2534,4,Coccinella septempunctata,0,Apis mellifera,0,0.4337316,7.2308474e-05,0.002867016,0.00020772289,0.17748882,8.746757e-05,1.1248871e-06,0.38554394,0.2562427669763565
2536,2,Harmonia axyridis,7,Other,0,0.27098557,0.0541507,5.560711e-07,0.00029004412,0.0030636722,0.05400043,3.5848811e-06,0.6175055,0.6175049347087906
2537,3,Pieris rapae,7,Other,0,0.004377096,0.0011667165,6.483232e-05,0.060074717,0.0029644535,0.0037710264,0.00024269924,0.92733854,0.8672638237476349
2540,1,Vanessa atalanta,7,Other,0,0.00017064398,0.11421598,3.4687868e-09,6.42394e-08,1.0587241e-08,4.655018e-05,0.0010165924,0.8845501,0.7703341171145439
2544,7,Other,1,Vanessa atalanta,0,4.7832174e-05,0.85272855,0.0054276716,0.00012310914,0.00021956475,6.9122307e-06,0.0018888905,0.13955739,0.7131711542606354
2554,5,Vanessa cardui,7,Other,0,0.0023153427,0.008291403,1.2129854e-05,0.005231789,0.00026392122,2.3260054e-05,0.001434148,0.982428,0.9824047542242624
2556,5,Vanessa cardui,1,Vanessa atalanta,0,4.234208e-06,0.86968404,0.00012799262,0.00032996215,2.711051e-06,0.118581295,0.0036008903,0.00766884,0.7511027455329895
2561,4,Coccinella septempunctata,7,Other,0,0.0016296648,1.2275724e-07,1.44795385e-08,1.2725923e-07,9.076676e-07,4.7915502e-05,5.38104e-09,0.99832124,0.9983203275123174
2563,4,Coccinella septempunctata,7,Other,0,0.00032580484,1.9138664e-05,6.621719e-08,1.7933943e-06,2.6115706e-05,3.0994364e-05,8.9559735e-06,0.99958724,0.9995611221293075
2575,0,Apis mellifera,3,Pieris rapae,0,0.009496651,0.023770353,8.07879e-06,0.9263144,0.00012992333,0.0008078783,0.0003698426,0.03910284,0.916817762888968
2577,7,Other,1,Vanessa atalanta,0,0.0041202274,0.5285908,0.007847522,8.898359e-05,0.3746843,0.025951328,1.7102844e-05,0.058699723,0.4698910750448704
2596,7,Other,6,Nymphalis antiopa,0,0.006414261,0.167706,2.4696692e-05,0.010499793,1.885817e-05,0.00028597726,0.5919781,0.22307235,0.3689057230949402
2598,3,Pieris rapae,7,Other,0,4.1447915e-05,9.065424e-08,2.7104227e-06,0.011005614,5.0830823e-07,2.3686908e-07,2.0847233e-08,0.9889494,0.977943804115057
2618,3,Pieris rapae,6,Nymphalis antiopa,0,0.011467694,0.008791039,1.3977333e-05,0.006890292,0.00010359102,4.1369145e-05,0.8241373,0.1485548,0.817246978636831
2631,0,Apis mellifera,1,Vanessa atalanta,0,0.07713798,0.4741841,2.1785665e-06,0.00067147403,0.0006470872,0.28025824,0.013998594,0.15310037,0.39704611897468567
2635,1,Vanessa atalanta,7,Other,0,1.9666759e-05,0.14705823,0.017712587,9.36283e-05,3.9349292e-05,0.0007634752,0.0003878275,0.8339252,0.6868669539690018
2637,0,Apis mellifera,3,Pieris rapae,0,0.15898243,0.014864641,2.0358946e-09,0.8225999,1.3510526e-09,0.0009324598,0.00012714797,0.002493503,0.6636174619197845
2640,0,Apis mellifera,7,Other,0,0.34226325,0.00015670648,7.6261884e-08,1.0510341e-05,1.8183052e-06,0.001232724,2.0336816e-07,0.65633464,0.314071387052536
2657,5,Vanessa cardui,7,Other,0,0.00036641277,1.2972124e-05,1.4995159e-08,5.7527865e-07,8.002507e-07,0.038528077,2.1412112e-05,0.96106964,0.9225415661931038
2658,7,Other,6,Nymphalis antiopa,0,0.0023897516,0.00011435026,9.1834477e-07,0.003008802,5.3143203e-06,0.0048103766,0.9783612,0.011309319,0.9670518701896071
2659,1,Vanessa atalanta,7,Other,0,1.6846197e-05,0.430898,5.8418425e-07,0.00021651328,5.4786994e-07,0.0017669108,0.00060724583,0.5664934,0.1355953812599182
2663,7,Other,2,Harmonia axyridis,0,0.001062557,0.0056746844,0.9069284,0.03961375,9.5347765e-09,1.8103404e-06,5.898203e-07,0.046718217,0.8602102026343346
2668,0,Apis mellifera,7,Other,0,0.15190789,0.000115359566,5.7928042e-05,9.5079236e-07,7.551804e-07,0.00041261216,1.2040052e-05,0.8474924,0.6955845057964325
2684,7,Other,6,Nymphalis antiopa,0,0.00032216596,0.39424467,6.070726e-05,0.00012096003,5.9647537e-05,0.0002555832,0.5967542,0.0081821,0.5885720932856202
2685,1,Vanessa atalanta,7,Other,0,0.0001293903,0.0010446542,9.922246e-06,1.1889967e-05,1.1340964e-07,1.2213984e-06,1.352818e-05,0.99878925,0.997744596679695
2695,0,Apis mellifera,7,Other,0,0.4641155,6.849445e-05,0.0074529075,0.0003630068,0.0045455224,4.880504e-06,6.497092e-06,0.5234432,0.05932772159576416
2697,0,Apis mellifera,1,Vanessa atalanta,0,0.4906066,0.5014613,0.00020566756,0.0018424549,0.001079297,0.000112381524,0.000114300834,0.0045779413,0.010854721069335938
2709,7,Other,2,Harmonia axyridis,0,2.2214766e-05,0.00033516213,0.9284375,1.0102731e-05,8.937852e-07,6.383296e-05,6.881893e-06,0.0711235,0.8573139682412148
2712,7,Other,6,Nymphalis antiopa,0,0.0064267805,0.07695394,0.0003737666,0.25073072,0.0013961492,0.00013453033,0.5737055,0.0902786,0.48342689126729965
2713,0,Apis mellifera,7,Other,0,0.33688924,0.0014167834,1.2284156e-05,2.6746052e-06,3.2714695e-05,6.31196e-06,0.00029632385,0.6613437,0.3244544565677643
2718,0,Apis mellifera,7,Other,0,0.051904883,1.0176233e-07,0.0017580517,9.2730755e-07,0.000121891935,1.6361357e-06,2.4749482e-08,0.9462125,0.8943075872957706
2725,7,Other,1,Vanessa atalanta,0,3.841138e-07,0.9974517,6.0700542e-05,1.4418782e-07,4.2898793e-07,7.487917e-06,8.704673e-09,0.0024791223,0.9949726003687829
2732,0,Apis mellifera,7,Other,0,0.09110566,1.0761443e-05,3.2501825e-07,4.1259162e-07,1.4494915e-06,0.010341026,1.2784302e-06,0.89853907,0.8074334040284157
2734,2,Harmonia axyridis,7,Other,0,0.21637115,0.07543907,0.035020173,0.00015139372,0.00034751964,0.0010002998,0.032406203,0.6392642,0.6042440533638
2736,0,Apis mellifera,1,Vanessa atalanta,0,0.029829271,0.90534556,0.0032592502,2.0678304e-05,0.02420451,0.00010244448,0.003091935,0.03414628,0.8755162879824638
2744,3,Pieris rapae,7,Other,0,0.01714599,4.003513e-06,1.6090764e-05,0.2584626,1.7397251e-05,8.2089976e-08,0.00015159277,0.7242023,0.4657396674156189
2747,5,Vanessa cardui,7,Other,0,0.11014422,0.0010944468,3.7666874e-07,0.00026516584,5.3267063e-06,0.28664294,2.4904122e-05,0.6018227,0.3151797354221344
2748,1,Vanessa atalanta,7,Other,0,2.0115745e-06,0.38752347,1.4873063e-07,1.894427e-06,5.366608e-08,0.0012266905,8.062564e-05,0.6111651,0.22364163398742676
2758,7,Other,4,Coccinella septempunctata,0,6.401653e-05,5.208579e-05,0.004530506,0.010725405,0.8285746,1.06492575e-08,1.6579568e-07,0.15605329,0.6725213080644608
2767,7,Other,1,Vanessa atalanta,0,2.4262295e-05,0.7671961,0.025662111,0.00019300054,0.00012623412,7.2479547e-06,0.00044608046,0.20634492,0.560851201415062
2775,2,Harmonia axyridis,1,Vanessa atalanta,0,0.0012520958,0.46764696,0.37437093,4.3994667e-05,0.07897049,8.383043e-05,1.0009579e-05,0.07762171,0.0932760238647461
2788,0,Apis mellifera,7,Other,0,0.04501991,7.6444173e-10,3.7250407e-12,2.730875e-09,2.2268727e-10,1.3199796e-07,2.1098248e-10,0.95497996,0.9099600464105606
2798,0,Apis mellifera,7,Other,0,0.26378664,0.0004164786,9.0785375e-07,0.0005826669,1.3077788e-07,0.002255384,2.3524737e-05,0.7329343,0.469147652387619
2801,5,Vanessa cardui,1,Vanessa atalanta,0,9.934616e-06,0.78692824,8.796851e-09,6.306334e-08,4.1491433e-10,0.21306162,4.5325086e-09,8.464809e-08,0.5738666206598282
2802,0,Apis mellifera,7,Other,0,0.00023929638,4.891563e-06,3.3751282e-06,0.0001230347,7.600081e-06,0.001633789,1.017136e-07,0.99798787,0.9977485700219404
2817,0,Apis mellifera,7,Other,0,0.025453413,7.588285e-05,1.8524523e-09,3.616398e-09,2.435213e-08,1.712593e-07,4.0507164e-08,0.97447044,0.9490170236676931
2820,5,Vanessa cardui,7,Other,0,0.00042420794,0.00050582556,2.5425313e-06,0.0017122879,0.1509349,0.0263241,0.00066870457,0.8194274,0.7931032702326775
2826,5,Vanessa cardui,1,Vanessa atalanta,0,0.09637024,0.4524976,0.00026969815,0.00058513746,4.016085e-05,0.31417647,0.13301876,0.0030418937,0.1383211314678192
2828,0,Apis mellifera,7,Other,0,1.1253344e-05,6.7149797e-09,5.9066588e-05,1.7469762e-05,9.5305586e-07,1.7590605e-08,5.550554e-09,0.9999112,0.9998999357349021
2830,0,Apis mellifera,4,Coccinella septempunctata,0,0.03196441,6.614323e-05,0.027756186,1.4064539e-06,0.9252137,2.3416444e-06,0.00012566295,0.014870224,0.8932492844760418
2831,0,Apis mellifera,7,Other,0,0.038421683,0.14401205,0.00041575186,0.00036148215,0.00933676,0.00027970373,0.04240435,0.76476824,0.7263465598225594
2846,0,Apis mellifera,7,Other,0,0.26708907,1.0926194e-05,9.076057e-08,0.00030272646,0.00029463932,0.009570266,0.00019228927,0.7225401,0.45545101165771484
2848,0,Apis mellifera,7,Other,0,0.0038123732,0.00038920724,9.695705e-06,0.00031179472,2.8452696e-05,3.5542528e-06,0.00070920406,0.99473566,0.9909232850186527
2852,5,Vanessa cardui,1,Vanessa atalanta,0,0.1474278,0.4967454,5.1154395e-05,0.0008489361,0.00014458064,0.3063327,0.0041577127,0.0442917,0.190412700176239
2856,0,Apis mellifera,7,Other,0,0.16186285,1.4906873e-07,4.472233e-06,3.091188e-06,3.779511e-08,9.5522616e-08,1.4070651e-08,0.8381293,0.6762664318084717
2861,0,Apis mellifera,7,Other,0,0.00020190931,0.004253868,2.4484743e-06,0.0005449998,0.00017351772,2.4685549e-05,0.05458923,0.9402093,0.9400074198201764
2874,1,Vanessa atalanta,7,Other,0,3.2374665e-08,0.026190644,4.755449e-09,2.3209175e-08,1.8365537e-08,0.0037285786,0.00020400775,0.9698768,0.943686181679368
2880,7,Other,1,Vanessa atalanta,0,0.0039829244,0.968612,0.00034402058,0.00010139665,0.00019821682,0.004017862,0.0009886529,0.021754874,0.9468571413308382
2888,1,Vanessa atalanta,7,Other,0,0.0015805861,0.23542716,3.5219355e-07,0.00018545473,0.00023171277,0.0026794102,6.1391934e-06,0.7598892,0.524462029337883
2893,6,Nymphalis antiopa,7,Other,0,2.5045605e-05,0.00072080595,7.131216e-07,0.006292794,0.0009697039,0.0032629715,0.30944958,0.6792784,0.3698287904262543
2897,5,Vanessa cardui,7,Other,0,0.005459204,1.3675819e-05,0.008653883,2.9541883e-05,5.431058e-06,0.20276897,1.0667226e-05,0.7830587,0.5802897363901138
2905,3,Pieris rapae,7,Other,0,2.8430978e-07,8.40752e-05,2.2809111e-08,0.06540653,2.547969e-08,0.0017779222,7.755808e-05,0.93265355,0.8672470152378082
2909,0,Apis mellifera,7,Other,0,0.0030882724,0.03657048,0.00052116433,8.2167295e-05,0.0003129873,3.924499e-05,0.00088287715,0.95850277,0.9554144970607013
2917,7,Other,1,Vanessa atalanta,0,1.0070017e-07,0.8314281,9.847216e-05,3.2230136e-07,6.0931425e-06,0.00017771806,0.030899975,0.13738923,0.6940388828516006
2923,7,Other,2,Harmonia axyridis,0,6.217298e-05,0.00025464798,0.79453444,0.00015619912,0.00070470833,2.3654313e-06,1.8969065e-05,0.2042665,0.5902679413557053
2924,7,Other,0,Apis mellifera,0,0.94202876,0.00013304754,3.919449e-06,0.00086392957,5.3850185e-06,0.017642446,6.0857627e-05,0.039261617,0.9027671441435814
2935,6,Nymphalis antiopa,1,Vanessa atalanta,0,4.2892367e-05,0.9697744,3.2492848e-05,1.2153101e-05,8.412389e-06,7.244595e-05,0.02990556,0.00015161022,0.9398688655346632
2939,0,Apis mellifera,7,Other,0,0.0001038437,5.818559e-10,3.2981187e-12,1.1504624e-08,1.3566338e-08,2.1241613e-07,2.0781932e-09,0.99989593,0.9997920865935157
2941,7,Other,0,Apis mellifera,0,0.8067492,0.033917718,0.03901087,6.209059e-05,0.02100019,5.7674402e-05,2.140468e-06,0.09920011,0.7075491175055504
2958,0,Apis mellifera,7,Other,0,0.004778651,1.3264659e-05,1.4965211e-08,0.00033110264,0.00031198465,0.10214314,4.2972333e-05,0.8923789,0.8876002752222121
2959,6,Nymphalis antiopa,7,Other,0,0.47365722,0.0017433077,3.2878448e-05,0.0025179854,0.00027518737,0.0017976877,3.259817e-05,0.5199431,0.5199105199244514
2965,0,Apis mellifera,7,Other,0,0.00015346434,0.0023997417,0.0003383142,4.0912464e-06,2.6772875e-06,0.0005724692,0.002068805,0.99446046,0.9943069991859375
2984,1,Vanessa atalanta,7,Other,0,0.009832203,0.1399499,0.0006430606,1.8395174e-06,6.7536473e-07,0.011974833,0.077450626,0.76014686,0.6201969534158707
3001,0,Apis mellifera,7,Other,0,0.30927986,9.0705333e-07,3.8248496e-07,3.248842e-05,2.67126e-07,0.0043586525,2.8229664e-05,0.6862992,0.37701934576034546
3005,7,Other,3,Pieris rapae,0,0.00017522505,1.2906492e-06,0.00020605778,0.5365219,2.980866e-06,2.3634633e-05,6.629533e-07,0.46306822,0.07345369458198547
3006,5,Vanessa cardui,7,Other,0,0.033939958,0.0005741006,4.1039684e-06,1.6907226e-05,4.5213303e-05,0.028322319,0.0032877116,0.93380964,0.9054873194545507
3010,0,Apis mellifera,7,Other,0,0.42375636,0.0002016712,3.118379e-05,0.003429985,0.00054839003,0.00014827607,2.7218683e-05,0.571857,0.1481006145477295
3016,7,Other,1,Vanessa atalanta,0,9.178206e-05,0.94248134,0.028882237,7.4186487e-06,0.0010526449,0.0105371345,3.1246727e-05,0.016916214,0.9255651254206896
3026,7,Other,1,Vanessa atalanta,0,0.00028160223,0.99919504,7.648333e-05,6.8605776e-05,1.1332445e-05,0.00022267185,2.5428417e-06,0.00014180607,0.9990532332012663
3046,7,Other,6,Nymphalis antiopa,0,0.3798584,0.00062345405,0.0016544556,0.00013009862,0.00087156735,0.0008358497,0.61454713,0.0014790591,0.6130680743372068
3059,3,Pieris rapae,7,Other,0,0.0005309946,2.6887026e-06,2.9496716e-08,0.46136454,1.5666306e-08,1.7715374e-05,2.2921756e-06,0.5380817,0.07671716809272766
3064,2,Harmonia axyridis,7,Other,0,0.0026597236,6.789835e-05,0.21981974,8.744116e-05,0.0015485997,0.00012308973,0.09927703,0.6764164,0.45659665763378143
3066,7,Other,3,Pieris rapae,0,9.498395e-08,2.2614014e-07,9.65979e-05,0.8916466,6.564377e-07,7.4582305e-09,0.00018469812,0.108071044,0.7835755795240402
3067,7,Other,4,Coccinella septempunctata,0,5.5147148e-06,0.08965935,0.0028752529,0.003487231,0.5425442,1.387354e-05,0.0011314263,0.3602831,0.18226107954978943
3075,2,Harmonia axyridis,7,Other,0,0.06389239,0.00010662921,0.012571207,6.3714974e-06,0.00032559343,1.9393065e-05,1.2027477e-06,0.92307717,0.9105059588328004
3078,3,Pieris rapae,7,Other,0,4.131613e-06,2.9444978e-11,5.9552274e-10,0.00018144152,6.231384e-08,3.741623e-09,1.5470175e-10,0.99981433,0.9996328900160734
3082,1,Vanessa atalanta,7,Other,0,4.924805e-05,0.2132573,7.458352e-10,5.5977907e-06,1.0173726e-06,0.0039750068,0.00034592894,0.782366,0.5691086798906326
3094,3,Pieris rapae,7,Other,0,3.307793e-05,6.259002e-06,1.5496875e-06,0.34505817,0.00029092818,1.1056842e-07,2.1429796e-05,0.6545884,0.30953022837638855
3095,0,Apis mellifera,7,Other,0,0.0036280623,3.8572134e-06,4.5363925e-07,3.427232e-05,5.408921e-09,4.7837947e-08,8.262232e-05,0.9962507,0.9926226267125458
3096,3,Pieris rapae,7,Other,0,0.29475418,5.4389804e-09,3.9223977e-08,0.21095309,6.2319074e-08,8.430724e-10,5.4651106e-10,0.4942926,0.2833395004272461
3097,5,Vanessa cardui,4,Coccinella septempunctata,0,0.00034750003,0.004359145,0.00073347375,8.750397e-06,0.9653959,0.00071463856,0.02749581,0.0009447288,0.9646812888677232
3100,4,Coccinella septempunctata,0,Apis mellifera,0,0.9912723,0.0004045002,1.9772845e-06,6.492817e-05,0.00093464437,0.0014235192,0.0009891291,0.004909007,0.9903376263100654
3103,5,Vanessa cardui,0,Apis mellifera,0,0.9943106,0.0034680958,2.318039e-07,1.9192365e-07,1.522649e-07,0.0021442163,6.9089947e-06,6.954293e-05,0.9921664011199027
3107,0,Apis mellifera,7,Other,0,0.01720612,1.5963154e-07,9.719129e-08,3.2178552e-06,4.989795e-06,0.0008861031,1.8132028e-05,0.9818811,0.9646749626845121
3110,0,Apis mellifera,7,Other,0,0.23971735,0.08393653,0.053567912,0.009129253,0.03418195,0.1386469,0.016356824,0.42446327,0.1847459226846695
3116,7,Other,3,Pieris rapae,0,5.7251946e-11,1.8915235e-14,1.802002e-13,0.58128875,2.0879621e-11,3.526497e-11,5.4090945e-14,0.4187113,0.16257745027542114
3123,7,Other,1,Vanessa atalanta,0,0.014575017,0.8804018,7.867225e-06,0.00066213816,0.00014433099,7.51796e-05,0.005169779,0.09896388,0.781437911093235
3128,0,Apis mellifera,7,Other,0,0.19894315,0.0006709118,2.3522293e-06,1.4762261e-06,3.3612374e-05,1.045928e-06,1.07764e-06,0.8003464,0.601403221487999
3138,0,Apis mellifera,7,Other,0,0.12078009,0.0007411346,1.3564761e-07,0.0002708243,2.1993283e-06,0.0076598576,2.455898e-07,0.8705455,0.7497654184699059
3144,0,Apis mellifera,7,Other,0,0.0006690637,0.10103562,2.005427e-05,0.004309232,4.109481e-05,1.7314593e-05,0.0041535133,0.8897541,0.8890850528259762
3159,7,Other,6,Nymphalis antiopa,0,0.026044305,0.08763986,5.00173e-05,7.27676e-05,2.340067e-05,8.611371e-05,0.8771675,0.008916111,0.8682514121755958
3160,0,Apis mellifera,7,Other,0,0.008112539,0.006620251,8.8151836e-07,0.0001863404,1.7019469e-05,0.000113655966,8.636011e-06,0.9849406,0.9768280498683453
3164,0,Apis mellifera,7,Other,0,0.2368791,0.0003612689,3.278495e-06,2.5850431e-06,0.0030366573,0.0005783495,5.0054845e-05,0.75908875,0.5222096592187881
3169,7,Other,1,Vanessa atalanta,0,0.078240566,0.7390733,0.008912089,0.0024219314,2.3233048e-05,0.0075507783,0.13452975,0.029248383,0.7098248936235905
3194,3,Pieris rapae,7,Other,0,8.320362e-09,6.654122e-10,3.485217e-11,0.027783599,4.8650627e-06,1.8283093e-07,1.6092184e-08,0.97221124,0.9444276429712772
3201,0,Apis mellifera,7,Other,0,0.00014864432,2.890034e-07,8.8655756e-11,1.6377425e-09,3.665072e-08,0.0002091897,3.555162e-05,0.9996063,0.9994576669996604
3209,0,Apis mellifera,5,Vanessa cardui,0,0.001953703,0.17719129,1.0766995e-05,0.22578263,4.2556658e-06,0.34352088,0.1590136,0.09252283,0.34156717685982585
3214,7,Other,0,Apis mellifera,0,0.99347633,0.0026401184,2.668213e-06,0.00042028757,0.0004211586,1.7071263e-05,7.669755e-06,0.0030148248,0.9904615064151585
3217,0,Apis mellifera,7,Other,0,0.2973321,1.8936632e-07,6.1770383e-10,5.942384e-06,2.2624274e-05,7.632257e-05,8.214448e-09,0.70256287,0.4052307605743408
3221,7,Other,0,Apis mellifera,0,0.40988743,0.02110532,0.00025365135,0.00031401557,0.0028304749,0.0036419411,0.2664573,0.29550985,0.11437758803367615
3229,0,Apis mellifera,7,Other,0,0.004944344,0.00033821142,1.0964045e-06,0.00028190904,2.134378e-07,0.019944424,0.00012566385,0.97436404,0.9694196982309222
3230,0,Apis mellifera,6,Nymphalis antiopa,0,0.017866064,0.14623947,0.0006733676,0.009447835,0.0021599564,0.0023680688,0.6454352,0.17581007,0.6275691501796246
3249,0,Apis mellifera,1,Vanessa atalanta,0,0.035095803,0.78859514,5.3783842e-06,7.1112605e-05,4.6623052e-07,5.3370636e-06,0.12604623,0.050180577,0.753499336540699
3252,0,Apis mellifera,7,Other,0,0.22434092,4.3633286e-10,1.2357713e-11,1.872037e-07,1.546635e-07,4.363589e-07,1.2335559e-10,0.7756583,0.5513173937797546
3262,0,Apis mellifera,7,Other,0,0.2974172,3.2893222e-08,5.9051768e-08,1.3407582e-09,5.688816e-09,1.17017835e-08,3.3367039e-07,0.70258236,0.4051651656627655
3263,0,Apis mellifera,7,Other,0,0.081578724,0.00039629347,0.0013812709,1.0516069e-05,5.873836e-08,0.00034675654,0.022987898,0.8932985,0.8117197826504707
3280,1,Vanessa atalanta,7,Other,0,0.022140052,0.19697216,2.2110504e-10,2.1220325e-07,3.9827066e-09,0.1903023,0.005855418,0.58472985,0.38775768876075745
3282,2,Harmonia axyridis,7,Other,0,0.14026746,0.001364246,0.06671956,0.0034317656,0.00049740286,0.0006545749,0.0044661397,0.78259885,0.7158792912960052
3296,0,Apis mellifera,7,Other,0,0.026133591,3.2673859e-06,3.021718e-09,2.387914e-06,4.0375504e-08,0.0007459791,3.4061895e-08,0.9731147,0.9469811376184225
