sample_id,true_label,true_class,predicted_label,predicted_class,correct,prob_Apis mellifera,prob_Vanessa atalanta,prob_Harmonia axyridis,prob_Pieris rapae,prob_Coccinella septempunctata,prob_Vanessa cardui,prob_Nymphalis antiopa,prob_Other
1681,7,Other,7,Other,1,1.3283334e-09,2.6905563e-11,1.384373e-10,6.1854074e-08,3.6208432e-11,1.6439837e-10,2.6039977e-12,0.9999999
1682,7,Other,7,Other,1,2.9384444e-16,1.6292141e-12,1.409268e-16,2.7441348e-12,9.791975e-14,8.317062e-11,2.6647892e-16,1.0
1683,7,Other,7,Other,1,1.06248335e-05,4.8159385e-05,9.170891e-06,2.2453155e-06,2.342069e-08,7.886536e-09,3.4835673e-06,0.9999263
1684,7,Other,7,Other,1,1.8797638e-10,8.315378e-08,6.070228e-08,1.7188415e-06,1.3599509e-09,1.7717468e-08,1.2767159e-08,0.9999981
1685,7,Other,7,Other,1,3.631595e-06,0.0003286582,3.836319e-07,0.000114064285,1.5219631e-06,2.8397446e-05,3.7999256e-05,0.9994854
1686,7,Other,7,Other,1,0.00085535366,0.0012470563,0.0042455425,0.016395973,0.006534946,0.08729823,0.14321016,0.74021274
1687,7,Other,7,Other,1,0.0013183324,0.0009465597,1.7809704e-06,2.6329972e-06,4.3080395e-06,1.5025246e-06,1.8295045e-08,0.99772483
1688,1,Vanessa atalanta,1,Vanessa atalanta,1,1.9902836e-10,0.999882,7.637093e-10,1.42266e-10,1.7344852e-12,0.00011776658,1.4181466e-10,2.4087063e-07
1689,0,Apis mellifera,0,Apis mellifera,1,0.9938877,0.0010859998,2.3243134e-08,0.0028751974,1.2846517e-07,0.00011336824,0.0018506335,0.00018705313
1690,7,Other,7,Other,1,9.2012335e-05,3.1387128e-06,0.009887662,9.780722e-06,2.6373207e-06,8.4737035e-09,7.504186e-07,0.9900041
1691,3,Pieris rapae,3,Pieris rapae,1,1.8913087e-13,1.6199632e-10,4.1111513e-13,1.0,2.2270022e-13,3.580378e-12,8.924294e-09,4.5041484e-12
1692,7,Other,7,Other,1,1.075525e-06,0.00012390909,4.2515467e-09,8.89692e-05,2.4029752e-08,0.000106324725,2.4212526e-05,0.9996556
1693,7,Other,7,Other,1,6.5490944e-08,4.3277257e-10,2.4967418e-08,4.2061518e-10,8.3963826e-08,1.719191e-12,6.1824835e-06,0.99999356
1694,1,Vanessa atalanta,1,Vanessa atalanta,1,0.0017816554,0.6347898,0.14363112,0.013510063,0.07528922,5.7278183e-05,0.11377781,0.017163083
1695,7,Other,7,Other,1,1.9992492e-09,1.1894004e-07,0.0011054632,5.209781e-06,5.1969185e-08,8.0308354e-08,8.482307e-10,0.99888915
1696,1,Vanessa atalanta,1,Vanessa atalanta,1,7.129479e-05,0.98978966,7.171068e-07,5.8863126e-05,1.0441501e-09,4.1446472e-07,0.009938877,0.00014013369
1697,0,Apis mellifera,0,Apis mellifera,1,0.5863259,0.032667764,0.0005479219,0.0339763,0.00014895048,0.00079367333,0.32397172,0.02156782
1698,0,Apis mellifera,0,Apis mellifera,1,0.9942257,0.0010495003,0.00051947584,0.00029189518,6.8060195e-05,0.00011571105,0.0009131103,0.0028165933
1699,1,Vanessa atalanta,1,Vanessa atalanta,1,5.8218865e-07,0.999974,6.070124e-09,8.303148e-08,1.8936946e-11,2.5036257e-05,6.0290923e-09,2.000911e-07
1700,7,Other,7,Other,1,4.115977e-05,0.00072456803,4.6046662e-07,0.0004580075,4.207483e-06,6.653834e-07,0.0030448488,0.9957261
1701,7,Other,7,Other,1,1.4123817e-07,1.3869785e-06,2.7950588e-08,1.3011427e-08,9.145144e-11,3.0337628e-09,3.3662781e-09,0.99999845
1702,1,Vanessa atalanta,1,Vanessa atalanta,1,3.4120673e-10,0.9999999,1.1248634e-09,3.9936978e-08,9.346612e-11,6.604216e-08,6.160525e-09,9.1151214e-10
1703,1,Vanessa atalanta,1,Vanessa atalanta,1,2.1990094e-09,1.0,1.5031046e-13,1.0491466e-08,2.2857343e-14,7.6907236e-10,1.0357497e-08,3.0170817e-11
1704,2,Harmonia axyridis,2,Harmonia axyridis,1,3.004389e-08,0.00014563916,0.9984902,1.6542651e-07,0.0013473808,1.2909324e-08,9.197794e-07,1.5610287e-05
1705,2,Harmonia axyridis,2,Harmonia axyridis,1,3.6527429e-06,9.901352e-07,0.9972037,6.4790204e-09,0.0027406525,1.7193886e-06,5.535414e-07,4.880916e-05
1706,7,Other,7,Other,1,0.0001184899,4.5663848e-05,7.6508076e-07,6.2690084e-09,1.821232e-09,5.95889e-06,4.544769e-06,0.9998246
1707,1,Vanessa atalanta,1,Vanessa atalanta,1,0.052487586,0.7495283,1.5454294e-05,0.00055529684,2.3466253e-06,0.0050401604,0.030622937,0.16174798
1708,7,Other,7,Other,1,3.6566698e-11,1.3825636e-09,1.19931365e-11,2.0444038e-09,1.9469427e-10,1.587972e-11,3.474921e-10,1.0
1709,3,Pieris rapae,3,Pieris rapae,1,2.6980613e-08,2.436678e-07,8.610319e-10,0.9999933,1.148059e-10,6.9166634e-07,5.142246e-08,5.679038e-06
1710,7,Other,7,Other,1,1.01605e-05,0.00020230406,6.6831153e-06,7.25106e-05,4.3816584e-07,1.2274119e-06,0.00015417291,0.9995524
1711,7,Other,7,Other,1,9.37383e-08,2.8920496e-07,1.7760966e-08,8.412365e-08,1.1780616e-07,1.0041605e-07,3.86615e-09,0.9999993
1712,7,Other,7,Other,1,0.0004472939,6.207887e-08,1.6220525e-07,0.0030390988,4.229658e-08,1.4557363e-06,7.215147e-08,0.99651176
1713,7,Other,7,Other,1,1.1156765e-11,5.7527486e-11,5.082363e-11,1.5891592e-08,5.179687e-08,5.6973026e-10,2.6406438e-13,1.0
1714,7,Other,7,Other,1,2.1111488e-07,5.0983934e-10,8.73658e-10,1.3853665e-07,4.935676e-09,1.2777506e-08,1.0145857e-07,0.9999995
1715,7,Other,7,Other,1,1.8650499e-10,6.8361726e-11,1.7553093e-11,5.540989e-12,1.694837e-10,4.201566e-11,1.2654858e-12,1.0
1716,7,Other,7,Other,1,1.7485345e-07,2.847709e-07,1.738747e-07,3.6868542e-07,9.578188e-07,2.124361e-08,3.2176565e-08,0.9999981
1717,3,Pieris rapae,3,Pieris rapae,1,2.2648026e-06,0.00047194128,0.00037870518,0.89949685,0.0024556369,0.043246284,2.7184957e-05,0.05392113
1718,5,Vanessa cardui,5,Vanessa cardui,1,2.365839e-06,6.8453024e-05,1.9922111e-10,3.6605363e-09,4.1673303e-08,0.98036206,1.4016509e-05,0.019553155
1719,7,Other,7,Other,1,3.938138e-14,1.4752422e-10,1.051663e-06,3.920778e-11,5.4146193e-12,4.2342934e-09,7.5484285e-09,0.9999989
1720,1,Vanessa atalanta,1,Vanessa atalanta,1,2.9228742e-10,0.9999788,1.19307015e-05,3.862768e-09,7.81984e-06,9.3139033e-07,6.264584e-09,5.4943644e-07
1721,7,Other,7,Other,1,1.4157612e-11,9.647397e-09,3.9309307e-09,3.6286462e-08,5.3417075e-09,2.0478568e-07,1.8602009e-07,0.9999995
1722,2,Harmonia axyridis,2,Harmonia axyridis,1,1.7624784e-11,8.562333e-12,0.9999999,4.347237e-13,1.6935469e-07,9.804844e-12,1.4874415e-13,9.027758e-11
1723,0,Apis mellifera,7,Other,0,0.06557017,2.786975e-06,2.442847e-09,0.0005097574,1.8040936e-08,1.4677721e-07,1.8859074e-06,0.93391526
1724,7,Other,7,Other,1,1.0991859e-06,2.2908158e-07,5.167322e-06,4.1899216e-07,1.4654084e-08,2.0865323e-10,7.786047e-10,0.9999931
1725,7,Other,7,Other,1,0.00716336,1.2255612e-06,7.969077e-09,1.215843e-06,2.861036e-08,3.0622132e-06,5.048245e-06,0.992826
1726,7,Other,7,Other,1,0.0030670052,5.54597e-06,1.254837e-06,2.563177e-06,5.5882435e-07,6.6899236e-07,1.6951853e-07,0.9969223
1727,7,Other,7,Other,1,0.0010345441,3.6625563e-05,0.0001330866,0.015530347,1.42643285e-05,1.5612166e-08,2.8154543e-07,0.9832509
1728,0,Apis mellifera,0,Apis mellifera,1,0.9310712,0.027419921,5.857381e-09,1.13173855e-05,1.9920621e-07,0.00024882372,4.3712313e-05,0.04120485
1729,2,Harmonia axyridis,2,Harmonia axyridis,1,4.474974e-06,1.9086773e-08,0.9999951,2.3494106e-12,3.1676095e-07,1.5506475e-10,2.0174538e-08,1.5496569e-10
1730,1,Vanessa atalanta,1,Vanessa atalanta,1,2.8490903e-09,0.99997866,2.8253594e-10,3.183389e-09,1.3781144e-08,1.720174e-06,1.0041987e-08,1.9644136e-05
1731,1,Vanessa atalanta,1,Vanessa atalanta,1,0.0011147577,0.9405455,0.01603107,1.8720388e-05,0.00535865,1.5326083e-05,0.0007077554,0.03620823
1732,4,Coccinella septempunctata,4,Coccinella septempunctata,1,0.0009842329,6.0936446e-07,0.15927967,0.000120098426,0.7933663,0.0016031024,1.9518964e-05,0.044626497
1733,1,Vanessa atalanta,1,Vanessa atalanta,1,1.1133761e-08,0.99998105,1.3847972e-08,1.2026097e-08,2.2327731e-10,5.5411886e-07,9.694306e-06,8.650132e-06
1734,0,Apis mellifera,0,Apis mellifera,1,0.9603346,2.378787e-06,5.339948e-10,1.2048193e-07,5.8466085e-06,0.0017645736,7.974689e-09,0.037892494
1735,3,Pieris rapae,3,Pieris rapae,1,6.704767e-11,1.3110225e-11,3.7142377e-12,1.0,4.5165707e-12,3.2803393e-10,6.2450445e-09,3.0904733e-08
1736,7,Other,7,Other,1,1.3867768e-09,5.1949858e-08,4.196042e-11,3.2593548e-06,1.0152234e-11,1.1742739e-09,1.0534111e-10,0.99999666
1737,7,Other,7,Other,1,8.313015e-06,5.907873e-06,6.437703e-08,2.4562412e-09,1.2807188e-09,7.47969e-10,5.834875e-10,0.9999857
1738,7,Other,7,Other,1,4.162247e-05,1.8428974e-08,1.116637e-06,2.5110392e-06,0.00019850113,6.3143625e-07,1.0612349e-10,0.99975556
1739,6,Nymphalis antiopa,1,Vanessa atalanta,0,3.4566412e-05,0.63092536,5.59915e-06,2.1252778e-05,3.7597474e-06,6.800859e-06,0.365577,0.0034255756
1740,2,Harmonia axyridis,2,Harmonia axyridis,1,5.1810196e-09,7.919486e-12,0.9986051,1.7949849e-09,0.0013940984,4.0810523e-12,1.7151625e-10,8.9641566e-07
1741,0,Apis mellifera,0,Apis mellifera,1,0.9327826,0.00024856222,0.0007367983,0.0011447851,1.1945464e-06,0.00062239106,5.201127e-05,0.06441174
1742,5,Vanessa cardui,5,Vanessa cardui,1,3.2734953e-08,5.455006e-06,1.1530315e-10,2.9797584e-10,7.62802e-12,0.9999932,9.741265e-09,1.336111e-06
1743,7,Other,7,Other,1,1.067798e-06,9.67696e-06,5.691189e-10,4.53335e-08,6.2095626e-07,0.006755872,1.4914984e-06,0.9932312
1744,2,Harmonia axyridis,2,Harmonia axyridis,1,0.003939322,0.14512765,0.8415581,3.6118752e-05,8.662026e-05,7.2263654e-05,0.00012255344,0.009057383
1745,2,Harmonia axyridis,2,Harmonia axyridis,1,0.0016792403,3.5034454e-06,0.972014,0.00077835337,0.02079966,5.3783006e-05,1.8232944e-06,0.004669691
1746,7,Other,7,Other,1,4.2602557e-09,6.7984166e-07,1.5599734e-07,1.681099e-08,8.842163e-08,1.1120652e-06,1.218032e-06,0.9999968
1747,3,Pieris rapae,7,Other,0,0.008071212,2.3263217e-05,0.00016977705,0.25849986,0.0007319008,0.00021449004,0.0003031034,0.73198634
1748,0,Apis mellifera,0,Apis mellifera,1,0.9901196,0.006449894,0.00012085516,8.273073e-05,7.3226786e-08,2.3395929e-05,3.918387e-09,0.0032033788
1749,7,Other,7,Other,1,0.009106684,0.36978784,5.827948e-07,0.002724004,1.1258144e-07,0.024285026,0.0026197012,0.5914761
1750,7,Other,7,Other,1,1.8719123e-07,6.29211e-08,5.361001e-10,1.614091e-05,4.8836178e-08,8.568037e-09,4.04999e-06,0.9999795
1751,7,Other,7,Other,1,2.092579e-05,0.2318659,1.7418031e-05,2.3465696e-05,1.957852e-05,0.0006356164,0.00025578015,0.7671613
1752,5,Vanessa cardui,5,Vanessa cardui,1,1.5056264e-08,0.005936174,2.218277e-08,1.8607747e-07,1.5784426e-08,0.99355775,4.5881525e-06,0.0005012618
1753,7,Other,7,Other,1,9.122847e-07,6.553038e-10,1.857164e-11,0.0042300625,1.0297644e-09,2.1415335e-05,4.8511245e-10,0.9957476
1754,3,Pieris rapae,3,Pieris rapae,1,3.474585e-06,2.9634975e-07,1.3388872e-08,0.9999956,4.4030352e-10,3.3392408e-07,1.4414166e-08,2.1503494e-07
1755,4,Coccinella septempunctata,4,Coccinella septempunctata,1,3.3727495e-08,1.4533578e-07,0.00027316148,3.7383723e-09,0.99972326,5.51529e-09,1.0000148e-08,3.3705373e-06
1756,7,Other,7,Other,1,2.6158987e-06,5.1726885e-09,7.577893e-11,9.093341e-09,5.1989915e-08,2.776229e-07,1.6625028e-08,0.999997
1757,6,Nymphalis antiopa,6,Nymphalis antiopa,1,7.8607414e-08,6.1031784e-07,9.531357e-10,1.7833564e-09,1.5946064e-10,1.1337195e-09,0.99999917,1.4153491e-07
1758,3,Pieris rapae,3,Pieris rapae,1,4.6243806e-10,2.2877927e-11,2.2701763e-10,0.9999869,1.23156155e-11,5.959183e-11,2.8405083e-09,1.31259185e-05
1759,0,Apis mellifera,7,Other,0,0.029293014,8.450454e-05,4.943551e-06,1.3144194e-06,8.6909765e-08,4.8024132e-05,2.9141526e-07,0.9705677
1760,7,Other,7,Other,1,1.0064672e-12,5.023104e-11,3.2338234e-09,0.00012792705,2.6191247e-09,1.6348507e-09,2.962515e-11,0.9998721
1761,2,Harmonia axyridis,2,Harmonia axyridis,1,1.40685e-07,1.0612102e-05,0.9975164,2.4585648e-07,0.00035395115,0.00012935672,5.9413523e-08,0.00198927
1762,7,Other,3,Pieris rapae,0,8.6689225e-09,1.6636236e-11,1.2367458e-11,0.97292376,2.3016046e-10,3.0067187e-09,3.65603e-12,0.027076196
1763,7,Other,7,Other,1,0.026698476,0.0023323759,0.0024457267,0.0045443466,6.0694572e-05,0.0011113519,0.046104115,0.9167029
1764,0,Apis mellifera,7,Other,0,0.46467838,6.4143414e-06,2.3552527e-06,4.724328e-06,1.355808e-05,2.2659663e-06,6.977448e-05,0.5352225
1765,7,Other,7,Other,1,1.4544291e-10,2.2362836e-11,2.0805506e-13,5.8557677e-12,7.837489e-14,5.6736917e-11,6.0745324e-09,1.0
1766,7,Other,7,Other,1,0.0009316332,0.0014506982,0.0012051035,0.010109037,0.00989562,0.0003847335,0.08128784,0.8947352
1767,7,Other,7,Other,1,1.639703e-10,2.0431358e-10,7.504261e-14,8.227209e-11,5.3775913e-13,8.841372e-10,1.0560111e-11,1.0
1768,5,Vanessa cardui,7,Other,0,0.008254936,0.0027164444,3.1401036e-08,0.0011918145,0.0003196009,0.17772269,0.019932726,0.7898617
1769,0,Apis mellifera,0,Apis mellifera,1,0.7841773,3.3871348e-07,0.00014210072,1.1451652e-05,2.8571758e-05,2.3397076e-06,4.402152e-08,0.21563776
1770,2,Harmonia axyridis,2,Harmonia axyridis,1,0.055099007,3.33349e-06,0.6213723,4.994969e-06,0.00011248002,1.0627947e-06,1.6065552e-07,0.32340667
1771,3,Pieris rapae,3,Pieris rapae,1,7.460771e-15,9.598967e-12,7.664546e-16,1.0,5.916341e-14,5.253613e-12,2.8385952e-13,9.826647e-10
1772,6,Nymphalis antiopa,6,Nymphalis antiopa,1,5.6152056e-09,7.994122e-06,2.5618442e-07,1.9183484e-07,5.34663e-10,5.256445e-06,0.88434356,0.115642756
1773,0,Apis mellifera,7,Other,0,0.0010658154,1.5728127e-05,1.004217e-09,1.5138857e-08,1.2128111e-08,7.214993e-06,7.9561204e-08,0.998911
1774,7,Other,7,Other,1,8.131865e-08,7.7712176e-10,9.3383036e-08,1.0503563e-07,2.3014974e-09,1.3833553e-08,1.6956804e-10,0.99999976
1775,7,Other,7,Other,1,4.492613e-09,1.1669422e-10,1.1945429e-13,3.217646e-10,1.1527361e-09,4.152861e-07,6.2630157e-10,0.99999964
1776,7,Other,7,Other,1,0.00018760111,0.0011539217,2.3155275e-05,1.0513663e-05,1.0950881e-06,0.0078084953,5.9081625e-08,0.99081504
1777,2,Harmonia axyridis,2,Harmonia axyridis,1,8.842739e-08,1.0386356e-07,0.9980708,7.799395e-05,0.0010350074,1.7262562e-07,3.679143e-08,0.00081572373
1778,0,Apis mellifera,0,Apis mellifera,1,0.97945213,4.488652e-07,1.5594376e-09,1.0248487e-08,1.693019e-08,3.7424805e-09,2.0118833e-08,0.020547327
1779,0,Apis mellifera,0,Apis mellifera,1,0.6367663,0.16347508,0.000110294175,0.0044961437,0.0021767938,0.0001858677,0.14787509,0.044914413
1780,7,Other,7,Other,1,1.3834633e-05,8.892821e-06,2.0174e-08,1.00513695e-08,8.0933377e-10,4.7554436e-09,0.00019955519,0.99977773
1781,2,Harmonia axyridis,2,Harmonia axyridis,1,1.1301979e-06,1.7242725e-07,0.9999479,8.789739e-08,7.6045503e-06,9.636567e-08,4.199513e-07,4.2547945e-05
1782,1,Vanessa atalanta,1,Vanessa atalanta,1,1.7966444e-06,0.9827738,3.036408e-06,4.753062e-07,1.0474193e-07,2.491809e-08,0.017215118,5.700594e-06
1783,7,Other,7,Other,1,0.0003176767,0.41422975,7.073408e-05,4.47809e-05,1.8637687e-08,0.0002822456,0.0010172229,0.58403754
1784,6,Nymphalis antiopa,6,Nymphalis antiopa,1,1.1527607e-09,0.00026963762,7.409245e-09,1.8094346e-06,3.0342695e-10,1.05833555e-08,0.9989686,0.0007600632
1785,4,Coccinella septempunctata,4,Coccinella septempunctata,1,2.7680924e-06,4.7034237e-06,0.0018284335,4.043272e-08,0.998159,1.6758065e-07,1.9796158e-08,4.9214336e-06
1786,5,Vanessa cardui,5,Vanessa cardui,1,1.225624e-07,1.4716215e-05,3.3657183e-10,7.6257365e-08,3.180129e-08,0.67418784,0.0001864237,0.3256108
1787,2,Harmonia axyridis,2,Harmonia axyridis,1,1.6946801e-12,3.4528504e-12,1.0,3.6311034e-13,9.9672e-14,2.2724004e-12,3.321667e-10,7.5267056e-11
1788,2,Harmonia axyridis,2,Harmonia axyridis,1,1.1856743e-08,7.948913e-06,0.9999857,3.7639403e-09,6.011454e-06,9.840132e-08,5.7511773e-10,1.9945215e-07
1789,0,Apis mellifera,0,Apis mellifera,1,0.9952011,0.0032308863,4.2693515e-07,7.018148e-06,1.935517e-06,2.5020364e-07,1.9002693e-05,0.0015393739
1790,7,Other,6,Nymphalis antiopa,0,0.0063951416,3.4757961e-06,2.152236e-05,3.3057855e-05,2.9664705e-05,0.0015732588,0.8256819,0.16626199
1791,7,Other,7,Other,1,0.000121589976,2.32981e-09,7.907062e-09,3.5120033e-06,1.2787957e-07,2.0774868e-07,1.793901e-08,0.9998745
1792,3,Pieris rapae,3,Pieris rapae,1,5.819514e-14,2.486642e-08,2.3008978e-10,0.901754,7.7405866e-11,2.2971946e-08,4.0393494e-10,0.09824597
1793,6,Nymphalis antiopa,6,Nymphalis antiopa,1,1.3535138e-13,9.52035e-09,5.858724e-06,3.5360212e-10,1.1936658e-07,4.1840636e-08,0.9999896,4.388329e-06
1794,7,Other,7,Other,1,0.00017124137,1.6026359e-05,0.0010087611,6.8760364e-06,0.015138396,0.010450146,7.395715e-07,0.9732079
1795,2,Harmonia axyridis,2,Harmonia axyridis,1,0.00014563244,8.618683e-05,0.71960175,2.6980983e-06,0.27775258,2.2332331e-05,7.6032995e-07,0.002388159
1796,2,Harmonia axyridis,2,Harmonia axyridis,1,0.0005572987,0.00012313425,0.93252665,9.498482e-06,8.2707575e-06,3.941543e-06,0.00012950567,0.06664173
1797,7,Other,7,Other,1,0.00015839,0.3162245,8.022601e-06,2.1165644e-07,5.9251757e-05,3.022378e-05,0.0013107421,0.6822087
1798,7,Other,7,Other,1,5.1140985e-09,1.850536e-10,5.787581e-15,6.38279e-11,2.0998546e-13,2.0337618e-10,4.0760197e-11,1.0
1799,7,Other,7,Other,1,1.3084788e-06,1.0077619e-08,5.446275e-09,1.9205475e-08,1.4475239e-06,9.841318e-07,4.0855426e-07,0.99999595
1800,7,Other,7,Other,1,3.4657678e-05,2.408644e-06,3.4626153e-09,2.2125833e-07,6.4941915e-08,6.8186655e-06,2.6398638e-08,0.9999558
1801,3,Pieris rapae,3,Pieris rapae,1,1.19387035e-11,7.880161e-11,4.0651245e-12,1.0,7.317961e-11,8.291846e-11,6.238351e-10,3.5753953e-09
1802,7,Other,7,Other,1,2.7440533e-10,7.616964e-08,4.6995456e-08,9.2009124e-08,1.3520113e-08,5.581989e-11,1.3805402e-08,0.99999976
1803,5,Vanessa cardui,5,Vanessa cardui,1,1.9101976e-10,4.3001204e-05,1.7671336e-09,5.4910096e-08,7.526425e-11,0.99995685,1.6371612e-09,1.1483386e-07
1804,4,Coccinella septempunctata,4,Coccinella septempunctata,1,0.00012412843,1.6177671e-06,2.1955882e-09,3.0676892e-05,0.9998049,1.2634149e-06,2.9766954e-06,3.4442903e-05
1805,7,Other,7,Other,1,9.144654e-05,0.034925085,3.0812269e-06,0.16898915,0.00020728998,0.00017763962,1.9144687e-05,0.7955871
1806,4,Coccinella septempunctata,4,Coccinella septempunctata,1,4.0779846e-06,1.0837928e-06,0.016923273,2.4765789e-06,0.9805711,1.1515915e-05,2.1814865e-05,0.0024645643
1807,7,Other,7,Other,1,3.8747687e-05,5.092765e-06,1.0156184e-05,1.128574e-07,1.6025624e-05,1.0091602e-05,7.303739e-07,0.99991906
1808,7,Other,7,Other,1,1.9495006e-07,0.00034919495,8.004075e-09,5.3721724e-06,5.210728e-08,3.9693197e-05,0.4269927,0.5726128
1809,1,Vanessa atalanta,1,Vanessa atalanta,1,0.0014501199,0.99703705,1.9968565e-08,1.32466615e-08,1.4920266e-08,5.948752e-06,3.587127e-08,0.0015067959
1810,2,Harmonia axyridis,2,Harmonia axyridis,1,2.0266748e-06,6.3141505e-07,0.9999347,2.283691e-09,3.3347413e-05,4.9212492e-08,3.1322286e-10,2.9310788e-05
1811,7,Other,7,Other,1,1.1625021e-09,6.0785245e-05,3.4907192e-05,3.4661397e-08,2.1726469e-06,2.1986281e-08,1.4953197e-05,0.9998872
1812,2,Harmonia axyridis,2,Harmonia axyridis,1,6.6917933e-06,6.80395e-10,0.999967,1.7724387e-08,1.8728568e-05,4.745253e-07,1.024918e-06,6.146934e-06
1813,0,Apis mellifera,1,Vanessa atalanta,0,0.008200859,0.6238272,0.00014005651,0.0005653794,0.00034939722,0.0028178263,0.0031681568,0.36093116
1814,0,Apis mellifera,7,Other,0,0.15992114,6.2867434e-06,8.947111e-07,0.0018847401,1.4953436e-07,2.2056677e-06,1.5747373e-08,0.83818454
1815,3,Pieris rapae,3,Pieris rapae,1,0.032138683,4.3236838e-08,1.6717426e-12,0.96786124,8.2633095e-10,1.4943222e-08,7.98611e-08,5.8956546e-09
1816,7,Other,7,Other,1,2.5165967e-09,1.6906252e-07,6.855176e-12,3.744801e-07,5.742838e-10,5.3233915e-08,1.4867005e-09,0.9999994
1817,1,Vanessa atalanta,1,Vanessa atalanta,1,1.08853765e-05,0.99995506,9.234273e-08,7.39961e-06,2.8208786e-09,3.9799384e-06,3.8990823e-08,2.2584512e-05
1818,0,Apis mellifera,0,Apis mellifera,1,0.97358286,0.015875632,0.00020627087,0.00019831618,1.393389e-05,2.2319293e-05,0.0005814792,0.009519167
1819,7,Other,7,Other,1,0.0002454869,5.038986e-06,0.0008644131,3.999236e-05,1.0654817e-08,1.00003446e-08,8.911385e-09,0.9988451
1820,7,Other,7,Other,1,1.9600058e-14,6.792047e-15,2.8804148e-14,5.1020195e-12,1.8341032e-12,1.0849351e-11,7.321653e-17,1.0
1821,0,Apis mellifera,0,Apis mellifera,1,0.81052417,0.00047698378,1.105728e-06,0.0002742449,5.137998e-06,4.259148e-06,1.1698921e-05,0.18870239
1822,0,Apis mellifera,0,Apis mellifera,1,0.9906943,7.594982e-05,5.740744e-09,5.3998914e-08,6.1972315e-08,1.1590288e-06,2.2415209e-07,0.009228176
1823,7,Other,7,Other,1,0.0026782572,4.9376747e-05,0.0004056455,0.0056708036,9.347889e-05,2.7219998e-05,0.00014713561,0.990928
1824,7,Other,7,Other,1,6.8098077e-10,4.705532e-10,2.193406e-11,8.899558e-13,1.1915304e-09,2.6951844e-07,5.0612496e-09,0.99999976
1825,7,Other,7,Other,1,0.00017009184,1.9052804e-05,4.9686645e-07,0.00024849913,0.00015173246,1.1701813e-05,4.256207e-07,0.9993979
1826,7,Other,7,Other,1,6.685693e-06,5.2530724e-10,8.615457e-11,1.7942835e-10,5.4651396e-12,1.3176704e-10,3.3926462e-11,0.9999933
1827,0,Apis mellifera,7,Other,0,3.0370973e-05,8.536009e-06,1.025468e-10,6.95648e-09,5.4212475e-09,0.00010398115,0.00010493169,0.9997521
1828,1,Vanessa atalanta,1,Vanessa atalanta,1,1.7894443e-11,0.9999939,1.1171219e-11,6.2808636e-10,8.177109e-12,5.8329647e-06,1.14504184e-10,2.3928567e-07
1829,4,Coccinella septempunctata,7,Other,0,0.27503064,0.00027480384,4.6593465e-07,0.0003624924,0.14876728,0.00043631482,0.0047523975,0.5703756
1830,7,Other,7,Other,1,0.0004873947,2.1343662e-07,1.6523404e-06,8.125281e-08,9.6215544e-08,1.3598982e-07,9.3130865e-08,0.9995103
1831,7,Other,7,Other,1,2.957711e-06,1.00564925e-08,3.936677e-09,3.1128886e-07,2.6824207e-09,4.731126e-06,8.788344e-05,0.99990404
1832,7,Other,7,Other,1,2.601881e-06,2.4659357e-08,3.7178296e-07,3.6374217e-09,6.837098e-09,7.181403e-09,2.1427772e-08,0.999997
1833,7,Other,7,Other,1,5.1037034e-08,1.8135134e-08,1.8347407e-11,5.587112e-08,5.165805e-08,7.4669697e-06,1.906402e-08,0.9999924
1834,7,Other,7,Other,1,0.00021148605,0.00015059912,1.4989447e-11,6.7907827e-06,9.8880376e-11,6.566917e-06,1.1640961e-06,0.9996233
1835,7,Other,7,Other,1,6.8558506e-11,1.4685844e-10,1.5143305e-09,4.4202372e-10,1.9756263e-11,1.0336645e-10,1.132723e-11,1.0
1836,3,Pieris rapae,3,Pieris rapae,1,1.8693596e-09,1.727786e-10,1.0095503e-09,0.9993666,2.7391164e-10,4.3037945e-11,2.024155e-11,0.00063341187
1837,7,Other,7,Other,1,2.5554806e-07,8.04388e-09,7.8643e-07,5.208837e-07,1.6046235e-09,0.00015247958,0.11863313,0.8812128
1838,0,Apis mellifera,0,Apis mellifera,1,0.99978703,3.8307403e-06,4.8554778e-11,3.925325e-08,1.2255147e-10,1.6325501e-08,1.20423e-09,0.00020913377
1839,0,Apis mellifera,0,Apis mellifera,1,0.99878806,2.521376e-08,1.3902071e-08,2.813202e-07,7.044168e-08,3.856842e-10,3.2005099e-10,0.0012116316
1840,1,Vanessa atalanta,1,Vanessa atalanta,1,5.7660614e-05,0.98574173,0.00031676947,0.00022262981,9.3468157e-07,5.413336e-07,9.174362e-06,0.013650513
1841,0,Apis mellifera,0,Apis mellifera,1,0.99931467,1.8582105e-09,1.1135662e-08,5.6878e-09,5.9853713e-09,5.8247926e-09,2.4610085e-11,0.00068536465
1842,7,Other,7,Other,1,1.4760764e-09,2.6383637e-07,3.4657624e-11,5.7771326e-11,2.1525534e-10,3.166166e-09,6.494055e-07,0.99999917
1843,7,Other,7,Other,1,4.105946e-08,1.6177155e-06,4.5024528e-08,2.7667757e-10,9.322534e-11,3.1328846e-06,8.581185e-10,0.99999523
1844,1,Vanessa atalanta,1,Vanessa atalanta,1,2.7459277e-10,0.9999999,1.3380678e-07,1.2751156e-10,2.1593007e-12,2.1037524e-08,5.942406e-11,1.0385585e-12
